epoch,start_epoch,loss,accuracy,learning_rate,train_time,optimizer,scheduler_step_size
1,0,3.850350231168261,0.1040539480906453,0.001,798.1094663143158,SGD,50
2,1,3.4213581106143587,0.1754097075197992,0.001,798.9437737464905,SGD,50
3,1,3.154556092492068,0.2259860424998039,0.001,801.3628015518188,SGD,50
4,1,2.944175044162726,0.2670744138634047,0.001,801.0864284038544,SGD,50
5,1,2.771246301532399,0.3021249901983847,0.001,801.1390063762665,SGD,50
6,1,2.594789958847071,0.3394495412844036,0.001,800.3990914821625,SGD,50
7,1,2.4202830568627824,0.3820277581745471,0.001,800.7522027492523,SGD,50
8,1,2.276607827673629,0.4151180114482866,0.001,799.1681094169617,SGD,50
9,1,2.144474340798032,0.4453853995138399,0.001,800.0204305648804,SGD,50
10,1,1.9997560194611204,0.4820826472202619,0.001,801.2197778224945,SGD,50
11,10,1.84708373580532,0.5188583078491336,0.001,800.1203622817993,SGD,50
12,10,1.6982945151060953,0.5557907943229043,0.001,803.1478776931763,SGD,50
13,10,1.6102501926217034,0.578138477221046,0.001,802.6377902030945,SGD,50
14,10,1.5030384885463717,0.6011918764212342,0.001,802.4201016426086,SGD,50
15,10,1.3881614032989948,0.6284795734337019,0.001,801.5358295440674,SGD,50
16,10,1.304663412615284,0.6557672704461694,0.001,802.1728219985962,SGD,50
17,10,1.2172614841529232,0.6697247706422018,0.001,800.7418520450592,SGD,50
18,10,1.1401557269980325,0.6925429310750412,0.001,800.8028621673584,SGD,50
19,10,1.078858294225642,0.7120677487649965,0.001,800.0770764350891,SGD,50
20,10,1.011352759967278,0.7283776366345174,0.001,801.5989184379578,SGD,50
21,20,1.0198008210085625,0.7231239708303928,0.001,797.8707752227783,SGD,50
22,20,0.9268133610105488,0.7502548419979612,0.001,800.0889594554901,SGD,50
23,20,0.8844006868562895,0.7598996314592644,0.001,799.6862454414368,SGD,50
24,20,0.8452979095924567,0.7708774406022112,0.001,800.1584103107452,SGD,50
25,20,0.7911681529259535,0.7871873284717321,0.001,799.154866695404,SGD,50
26,20,0.7395884990764436,0.7967537050105857,0.001,798.8934922218323,SGD,50
27,20,0.6855935551553888,0.8172978906923861,0.001,798.3727371692657,SGD,50
28,20,0.6378805852083769,0.8244334666353015,0.001,797.7079472541809,SGD,50
29,20,0.604088694465806,0.8337646044068062,0.001,796.6319274902344,SGD,50
30,20,0.5576805412203863,0.8468595624558927,0.001,797.0358734130859,SGD,50
31,20,0.5393499297052886,0.8511722731906218,0.001,797.4127359390259,SGD,50
32,20,0.497418074377654,0.860817062651925,0.001,796.2018954753876,SGD,50
33,20,0.4574348601352461,0.875245040382655,0.001,796.8178701400757,SGD,50
34,20,0.424117839462536,0.8844193523092605,0.001,796.5622291564941,SGD,50
35,20,0.3841911856667677,0.8924174703991218,0.001,796.2933354377747,SGD,50
36,20,0.3529711934303675,0.9033168666196189,0.001,797.2988173961639,SGD,50
37,20,0.3290833559500019,0.9107660942523328,0.001,797.6614310741425,SGD,50
38,20,0.3238486400690578,0.9091194228808908,0.001,798.5410933494568,SGD,50
39,20,0.2742789183616376,0.9234689876891712,0.001,797.6096079349518,SGD,50
40,20,0.2693543451811029,0.9248804202932644,0.001,798.2918765544891,SGD,50
41,20,0.2351653190866297,0.936485532815808,0.001,798.5153229236603,SGD,50
42,20,0.2194549230519643,0.9389163334117462,0.001,799.1179928779602,SGD,50
43,20,0.2204468795722431,0.942052850309731,0.001,797.2345316410065,SGD,50
44,20,0.1930113522365819,0.948874774562848,0.001,798.2039883136749,SGD,50
45,20,0.1743095039407367,0.9520897043832824,0.001,797.7175259590149,SGD,50
46,20,0.1625435689286909,0.9578922606445542,0.001,798.8413932323456,SGD,50
47,20,0.1478451083253897,0.9621265584568336,0.001,798.6294040679932,SGD,50
48,20,0.1443812785409876,0.9632243393711284,0.001,797.4646286964417,SGD,50
49,20,0.1254732720013059,0.9685564180977024,0.001,798.269252538681,SGD,50
50,20,0.1186393667925117,0.9706735670038422,0.001,798.0992441177368,SGD,50
51,50,0.1020746842904125,0.9776523171018584,0.0001,795.9249143600464,SGD,50
52,50,0.0722102350151243,0.9866698031835646,0.0001,798.3131909370422,SGD,50
53,50,0.0693254004159754,0.986591390261115,0.0001,797.7449011802673,SGD,50
54,50,0.0641498328288719,0.9874539324080608,0.0001,797.7767462730408,SGD,50
55,50,0.0570089650302983,0.9894926683917508,0.0001,797.8098108768463,SGD,50
56,50,0.0610599686273264,0.989257429624402,0.0001,796.7930572032928,SGD,50
57,50,0.0600640902979344,0.9889437779346036,0.0001,797.1042881011963,SGD,50
58,50,0.0531148165127994,0.9895710813142006,0.0001,796.9852509498596,SGD,50
59,50,0.0597718397009115,0.988002822865208,0.0001,797.5119779109955,SGD,50
60,50,0.0519404541723078,0.9917666431427898,0.0001,797.8135602474213,SGD,50
61,60,1.494860201813926,0.6175017642907551,0.005,797.3302900791168,SGD,50
62,60,0.8624022176965667,0.7557437465694347,0.005,800.0487213134766,SGD,50
63,60,0.6438687154924995,0.8136908962597036,0.005,799.0420553684235,SGD,50
64,60,0.5554267468428159,0.8383125539088842,0.005,798.8669419288635,SGD,50
65,60,0.4355925446104395,0.8755586920724535,0.005,797.711503982544,SGD,50
66,60,0.3700584257873597,0.8914765153297263,0.005,797.3844282627106,SGD,50
67,60,0.3288041801787188,0.904336234611464,0.005,797.0960581302643,SGD,50
68,60,0.2479602844974542,0.9279385242687994,0.005,797.9198000431061,SGD,50
69,60,0.1998158275411165,0.9419744373872814,0.005,797.2533659934998,SGD,50
70,60,0.2033381698357536,0.9418960244648318,0.005,797.9271774291992,SGD,50
71,60,0.1666648917134558,0.9508350976240884,0.005,796.8073420524597,SGD,50
72,60,0.142722811516809,0.9585195640241512,0.005,797.105372428894,SGD,50
73,60,0.1300100453967846,0.962048145534384,0.005,797.7619562149048,SGD,50
74,60,0.0965472097807746,0.9731043675997804,0.005,797.8360462188721,SGD,50
75,60,0.1148196245699245,0.9680075276405552,0.005,797.1175091266632,SGD,50
76,60,0.0878892252010522,0.9770250137222614,0.005,798.6716907024384,SGD,50
77,60,0.078451149406375,0.9792989884733004,0.005,797.182070016861,SGD,50
78,60,0.072993735657956,0.9800831176977964,0.005,798.6916425228119,SGD,50
79,60,0.0691400850173792,0.9813377244569904,0.005,797.8191149234772,SGD,50
80,60,0.0720746310998755,0.9805535952324944,0.005,795.869945526123,SGD,50
61,60,0.054018355910478,0.9909825139182936,1e-05,797.8700649738312,SGD,50
62,60,0.0494261031738788,0.9914529914529914,1e-05,798.5594186782837,SGD,50
63,60,0.05509254516459,0.9894926683917508,1e-05,798.9471101760864,SGD,50
64,60,0.0543106551616565,0.9901983846937976,1e-05,798.0900650024414,SGD,50
65,60,0.0540207151736934,0.9900415588488982,1e-05,797.0929977893829,SGD,50
66,60,0.0500003110235299,0.9917666431427898,1e-05,798.2150735855103,SGD,50
67,60,0.0546999331112034,0.989884733003999,1e-05,797.4920303821564,SGD,50
68,60,0.0516738268600672,0.9912177526856426,1e-05,798.1693542003632,SGD,50
69,60,0.0586873920763228,0.9889437779346036,1e-05,797.1129150390625,SGD,50
70,60,0.0545522066784755,0.990119971771348,1e-05,797.1055355072021,SGD,50
71,70,0.05666082992326717,0.9896494942366502,1e-05,795.2700979709625,SGD,50
72,70,0.04944894449261707,0.9924723594448365,1e-05,798.6349976062775,SGD,50
73,70,0.04760780797443191,0.9924723594448365,1e-05,797.4849383831024,SGD,50
74,70,0.05017638692213522,0.9914529914529914,1e-05,797.7553617954254,SGD,50
75,70,0.05424436547848383,0.990904100995844,1e-05,797.3329305648804,SGD,50
76,70,0.05008379245693272,0.9919234689876891,1e-05,798.6853377819061,SGD,50
77,70,0.05126521825247225,0.990904100995844,1e-05,1643.5171461105347,SGD,50
78,70,0.05152453773785197,0.9910609268407433,1e-05,1651.0508670806885,SGD,50
79,70,0.051602979554262914,0.9923155335999372,1e-05,1649.6207025051117,SGD,50
80,70,0.05404103469042788,0.9900415588488982,1e-05,1652.1405906677246,SGD,50
